Creator,creator_id
"“Captured guns from Ali Musjid parked on Shergai Height, General Appleyard, C.B. V.C & staff in foreground,” British Library Online Gallery, March 2009, http://www.bl.uk/onlinegallery/onlineex/apac/photocoll/c/019pho000000487u00021000.html.",2995
"“Landi Kotal Camp, looking east towards Ali Musjid,” British Library Online Gallery, March 2009, http://www.bl.uk/onlinegallery/onlineex/apac/photocoll/l/019pho000000487u00060000.html.",2996
"“Landi Kotal Pass, showing road made by the (Q.O.) Madras Sappers,” British Library Online Gallery, March 2009, http://www.bl.uk/onlinegallery/onlineex/apac/photocoll/l/019pho000000487u00064000.html.",2997
"“Jellalabad. Pipers Hill, with city in left distance,” British Library Online Gallery, March 2009, http://www.bl.uk/onlinegallery/onlineex/apac/photocoll/j/019pho000000487u00080000.html.",2998
"“Čahārbāḡ,” Encyclopædia Iranica, http://www.iranicaonline.org/articles/caharbag-lit.",2999
"“Buddhist Tope [at] Ispola, between Ali Musjid & Landi Kotal. [Sphola Stupa],” British Library Online Gallery, March 2009, http://www.bl.uk/onlinegallery/onlineex/apac/photocoll/b/019pho000000487u00041000.html.",3000
"“Spīn Ghar Range,” Encyclopædia Britannica Online, http://www.britannica.com/EBchecked/topic/516155/Spin-Ghar-Range.",3001
"“Shamshere Bridge and Musjid [Kabul],” British Library Online Gallery, March 2009, http://www.bl.uk/onlinegallery/onlineex/apac/photocoll/s/019pho0000430s3u00041000.html.",3002
"“Old Bridge, Kaubul River, Bala Hissar in distance,” British Library Online Gallery, March 2009, http://www.bl.uk/onlinegallery/onlineex/apac/photocoll/o/019pho0000430s3u00048000.html.",3003
"“Panorama Bala Hissar,” British Library Online Gallery, March 2009, http://www.bl.uk/onlinegallery/onlineex/apac/photocoll/p/019pho0000430s3u00022000.html.",3004
"“Shergai Heights looking towards Ali Musjid showing entire line of enemy’s defences right & left of Ali Musjid & camp of 3rd Brigade,” British Library Online Gallery, March 2009, http://www.bl.uk/onlinegallery/onlineex/apac/photocoll/s/019pho000000487u00019000.html.",3005
"“Peiwar Kotal,” http://www.britishempire.co.uk/forces/armycampaigns/indiancampaigns/peiwarkotal.htm",3006
"Richard Tapper and Keith McLachlan, editors, Technology, Tradition and Survival: Aspects of Material Culture in the Middle East and Central Asia (London: Frank Cass, 2003).",3007
"“Attock, Punjab. Fort & Bridge of Boats,” British Library Online Gallery, March 2009, http://www.bl.uk/onlinegallery/onlineex/apac/photocoll/a/019pho000000394u00007000.html.",3008
"“Corps History,” http://royalsignalsmuseum.co.uk/WebSite/index.php/royal-signals-history/2011-10-26-23-11-03/corps-history.",3009
"“Military Technology,” Encyclopædia Britannica Online, http://www.britannica.com/EBchecked/topic/382397/military-technology/57588/The-elephant.",3010
"“Gatling Gun,” Encyclopædia Britannica Online, http://www.britannica.com/EBchecked/topic/226922/Gatling-gun.",3011
"“Peiwar Kotal,” http://www.britishempire.co.uk/forces/armycampaigns/indiancampaigns/peiwarkotal.htm.",3012
"“Headquarters Staff, Kandahar, 1880,” http://www.nam.ac.uk/online-collection/detail.php?acc=1951-01-43-11.",3013
"“The Second Anglo-Afghan War 1878–1880 and the March from Kabul to Kandahar,” http://www.garenewing.co.uk/angloafghanwar/articles/surgeons.php.",3014
"“Ayub Khan,” Encyclopædia Britannica, 1911 edition.",3015
"“From Kabul to Kandahar 1833–1933 (Part Two),” Royal Geographical Society, http://www.rgs.org/NR/rdonlyres/BC78A2EE-13FD-470E-9B9B-F7B337BA3DE1/0/FromKabultoKandaharParttwofinal.pdf.",3016
"“Afghan Horse Dealers, Kandahar, 1880,” http://www.nam.ac.uk/online-collection/detail.php?q=searchType%3Dsimple%26acc%3D1951-01-43&amp;pos=23&amp;total=26&amp;acc=1951-01-43-29.",3017
"“Group of Hazaras,” Unlocking the Archives, Royal Geographical Society, http://www.unlockingthearchives.rgs.org/themes/afghanistan/gallery/resource/?id=604&amp;resource_id=604.",3018
"“Tombs of Hazratgi & Shere Ali’s father [Kandahar],” British Library Online Gallery, March 2009, http://www.bl.uk/onlinegallery/onlineex/apac/photocoll/t/019pho0000050s1u00076000.html.",3019
"“Aymāq,” Encyclopædia Iranica, http://www.iranicaonline.org/articles/aymaq-turk.|“Group of Timuris,” Unlocking the Archives, Royal Geographical Society, http://www.unlockingthearchives.rgs.org/themes/afghanistan/gallery/resource/?id=602&amp;resource_id=602.",3020
"“Group of Parsiwans,” Unlocking the Archives, Royal Geographical Society, http://www.unlockingthearchives.rgs.org/themes/afghanistan/gallery/resource/?id=601&amp;resource_id=601.",3021
"“Acəkzī,” Encyclopædia Iranica, http://www.iranicaonline.org/articles/acekzi.",3022
"“Barrack Square, 78th Highlanders, Kandahar, 1880,” http://www.nam.ac.uk/online-collection/detail.php?acc=1951-01-43-10.",3023
"“Ahmed Shah’s Tomb from Kirka Sharif [Kandahar],” British Library Online Gallery, March 2009, http://www.bl.uk/onlinegallery/onlineex/apac/photocoll/a/019pho0000050s1u00091000.html.",3024
"“Signal Tower, Kandahar,” Royal Geographical Society, http://images.rgs.org/imageDetails.aspx?barcode=33090.",3025
"“’Durani Gate, Heyland Cart and Pack Mules, showing the different kinds of pack saddles,’ Kandahar, 1880,” http://www.nam.ac.uk/online-collection/detail.php?acc=1951-01-43-22.",3026
"“View of city [Kandahar] from Signal tower looking west,” Royal Geographical Society, http://images.rgs.org/imageDetails.aspx?barcode=36901.",3027
"“Camels running out of Durani Gate, Kandahar,” Royal Geographical Society, http://images.rgs.org/imageDetails.aspx?barcode=33092.",3028
"“Chilzina or the 40 Steps [Kandahar],” British Library Online Gallery, March 2009, http://www.bl.uk/onlinegallery/onlineex/apac/photocoll/c/019pho000000487u00021000.html.",3029
"“Baba Wali Kotal from Belooch lines [Kandahar],” British Library Online Gallery, March 2009, http://www.bl.uk/onlinegallery/onlineex/apac/photocoll/b/019pho0000050s1u00083000.html.",3030
"“Bertha von Suttner – Biographical,” http://www.nobelprize.org/nobel_prizes/peace/laureates/1905/suttner-bio.html, from Frederick W. Haberman, editor, Nobel Lectures, Peace 1901-1925 (Amsterdam: Elsevier Publishing Company, 1972).",3031
"Nobel Prize, ""Permanent International Peace Bureau – History.”|“The Stockholm Peace Congress and the Progress of the Peace Movement,” The Advocate of Peace (1894–1920), vol. 71, no. 8 (August and September 1909).",3032
"Lorna Lloyd, “Drummond, (James) Eric, seventh earl of Perth (1876–1951),” Oxford Dictionary of National Biography (Oxford: Oxford University Press, 2004).",3033
"James Barros, Betrayal from Within: Joseph Avenol, Secretary-General of the League of Nations, 1933–1940 (New Haven, CT: Yale University Press, 1969).|S. D. Kertesz, “A League Eminence: Grey or Sinister?” Review of Betrayal from Within: Joseph Avenol, Secretary-General of the League of Nations, 1933–1940, by James Barros, in The Review of Politics, vol. 32, no. 1 (January 1970).|Keith Robbins, Review of Betrayal from Within: Joseph Avenol, Secretary-General of the League of Nations, 1933–1940, by James Barros, in The English Historical Review, vol. 86, no. 338 (January 1971).",3034
"Michael J. Kennedy, “Lester, Sean (1888–1959),” Oxford Dictionary of National Biography (Oxford: Oxford University Press, 2004).",3035
"Bennett Kovrig, “Mediation by Obfuscation: The Resolution of the Marseilles Crisis, October 1934 to May 1935,” The Historical Journal, vol. 19, no. 1 (March 1976).",3036
"Gilbert Jaeger, “On the History of the International Protection of Refugees,” International Review of the Red Cross (Revue Internationale de la Croix-Rouge), vol. 83, no. 843 (September 2001).",3037
"James W. Garner, “The Geneva Protocol for the Pacific Settlement of International Disputes,” American Journal of International Law 19, number 1 (January 1925).",3038
"Raymond J. Sontag, A Broken World, 1919-1939 (New York: Harper &amp; Row, 1971).",3039
"League of Nations, Archives Catalogue, UNOG Library, Communications and Transit Section, 1919–1946, http://biblio-archive.unog.ch/detail.aspx?ID=411.",3040
"“Marie Curie - Biographical,” http://www.nobelprize.org/nobel_prizes/physics/laureates/1903/marie-curie-bio.html, from Nobel Lectures, Physics 1901-1921 (Amsterdam: Elsevier Publishing Company, 1967).",3041
"League of Nations Secretariat, Intellectual Cooperation and International Bureaux Section, 1919–1946, http://biblio-archive.unog.ch/detail.aspx?ID=408.",3042
"“Thomas Mann - Biographical,” http://www.nobelprize.org/nobel_prizes/literature/laureates/1929/mann-bio.html, from Horst Frenz, editor, Nobel Lectures, Literature 1901-1967 (Amsterdam: Elsevier Publishing Company, 1969).",3043
"Emery Kelen, Peace in Their Time: Men Who Led Us in and Out of War (New York: Knopf, 1963). League of Nations, Materials from the League of Nations Archives on Disarmament,“Caricatures of the World Disarmament Conference,” http://libraryresources.unog.ch/content.php?pid=292944&amp;sid=2405030.",3044
"Christopher S. Celenza, ""Marsilio Ficino"", The Stanford Encyclopedia of Philosophy (Spring 2012 Edition), Edward N. Zalta (ed.), http://plato.stanford.edu/archives/spr2012/entries/ficino.",3045
"Ernest Tucker, “Nāder Shah,” Encyclopaedia Iranica, www.iranicaonline.org/articles/nader-shah.",3046
"Harrison Forman, G.Ts. Tsybikov, Ovshe Norzunoff [Norzunov], Tibet from the collections of the American Geographical Society Library. (Milwaukee: University of Wisconsin-Milwaukee Libraries, 2008). http://www.uwm.edu/Libraries/digilib/tibet/index.html.|Valrae Reynolds, “The ‘great game’ in Tibet: early twentieth century photographs by Russian, British and American travelers,” in Arts of Asia, vol. 29, no. 6 (1999).|G.Ts. Tsybikoff [Tsybikov], “Lhasa and central Tibet,” in Smithsonian Institution Annual Report Of The Board Of Regents 1903, Readers' Guide Retrospective: 1890-1982 (1903). http://collections.lib.uwm.edu/u?/tibet,66.",3047
"A-K's Plan of Lhasa (1878): http://collections.lib.uwm.edu/u?/tibet,107|S.C. Das, Journey to Lhasa and Central Tibet (London: John Murray, 1902).|J. Deniker,“New light on Lhasa, the forbidden city,” in The Century Illustrated Monthly Magazine, vol. 66 (1903).|W.W. Rockhill, Tibet (London: Royal Asiatic Society, 1890).|Waddell's Plan of Lhasa (1904): http://collections.lib.uwm.edu/u?/tibet,110",3048
"W.W. Rockhill, Tibet (London: Royal Asiatic Society, 1890).|L.A. Waddell, The Buddhism of Tibet or Lamaism (London: Luzac &amp; Co, 1899).",3049
"W.W. Rockhill, Tibet (London: Royal Asiatic Society, 1890).",3050
"A-K's Plan of Lhasa (1878): http://collections.lib.uwm.edu/u?/tibet,107|Rockhill’s Plan of Lhasa (1891): http://collections.lib.uwm.edu/u?/tibet,108|Waddell's Plan of Lhasa (1904): http://collections.lib.uwm.edu/u?/tibet,110|L.A. Waddell, The Buddhism of Tibet or Lamaism (London: Luzac &amp; Co, 1899).",3051
"J. Deniker, “New light on Lhasa, the forbidden city,” in The Century Illustrated Monthly Magazine, vol. 66 (1903).",3052
"A-K's Plan of Lhasa (1878): http://collections.lib.uwm.edu/u?/tibet,107",3053
"A-K's Plan of Lhasa (1878): http://collections.lib.uwm.edu/u?/tibet,107     |S.C. Das, Journey to Lhasa and Central Tibet (London: John Murray, 1902).|W.W. Rockhill, Tibet (London: Royal Asiatic Society, 1890).|Waddell's Plan of Lhasa (1904): http://collections.lib.uwm.edu/u?/tibet,110",3054
"W.W. Rockhill, The Land of Lamas (New York: Century, 1891).",3055
"G.G. Tsybikoff [G.Ts. Tsybikov], “Journey to Lhasa” in The Geographical Journal, vol. 23, no. 1 (1904).",3056
"S.C. Das, Journey to Lhasa and Central Tibet (London: John Murray, 1902).",3057
"J. Deniker, “New light on Lhasa, the forbidden city,” The Century Illustrated Monthly Magazine, vol. 66 (1903).|W.W. Rockhill, Tibet (London: Royal Asiatic Society, 1890).",3058
"L.A. Waddell, The Buddhism of Tibet or Lamaism (London: Luzac &amp; Co, 1899).",3059
"G.G. Tsybikoff [G.Ts. Tsybikov], “Journey to Lhasa,” The Geographical Journal, vol. 23, no. 1 (1904).",3060
"J. Deniker,“New light on Lhasa, the forbidden city,” The Century Illustrated Monthly Magazine, vol. 66 (1903).",3061
"T.H. Holdich, “Lhasa,” The Geographical Journal, vol. 18, no. 6 (1901).",3062
"W.W. Rockhill, Tibet (London: Royal Asiatic Society, 1890).|Waddell's Plan of Lhasa (1904): http://collections.lib.uwm.edu/u?/tibet,110",3063
"A-K's Plan of Lhasa (1878): http://collections.lib.uwm.edu/u?/tibet,107|Rockhill’s Plan of Lhasa (1891):http://collections.lib.uwm.edu/u?/tibet,108|Waddell's Plan of Lhasa (1904): http://collections.lib.uwm.edu/u?/tibet,110|S.C. Das, Journey to Lhasa and Central Tibet (London: John Murray, 1902).|W.W. Rockhill, The Land of Lamas (New York: Century, 1891).",3064
"A-K's Plan of Lhasa (1878): http://collections.lib.uwm.edu/u?/tibet,107|Rockhill’s Plan of Lhasa (1891):http://collections.lib.uwm.edu/u?/tibet,108|Waddell's Plan of Lhasa (1904): http://collections.lib.uwm.edu/u?/tibet,110|S.C. Das, Journey to Lhasa and Central Tibet (London: John Murray, 1902).",3065
"S.C. Das, Journey to Lhasa and Central Tibet (London: John Murray, 1902).|W.W. Rockhill, The Land of Lamas (New York: Century, 1891).",3066
"G.G. Tsybikoff [G.Ts. Tsybikov], “Journey to Lhasa” in The Geographical Journal, vol. 23, no. 1 (1904).|L.A. Waddell, The Buddhism of Tibet or Lamaism (London: Luzac &amp; Co, 1899).",3067
"S.C. Das, Journey to Lhasa and Central Tibet (London: John Murray, 1902).|L.A. Waddell, The Buddhism of Tibet or Lamaism (London: Luzac &amp; Co, 1899).",3068
"S.C. Das, Journey to Lhasa and Central Tibet (London: John Murray, 1902).|J. Deniker, “New light on Lhasa, the forbidden city,” The Century Illustrated Monthly Magazine, vol. 66 (1903).|W.W. Rockhill, Tibet (London: Royal Asiatic Society, 1890).",3069
"A-K's Plan of Lhasa (1878): http://collections.lib.uwm.edu/u?/tibet,107|Rockhill’s Plan of Lhasa (1891): http://collections.lib.uwm.edu/u?/tibet,108|Waddell's Plan of Lhasa (1904): http://collections.lib.uwm.edu/u?/tibet,110|W.W. Rockhill, Tibet (London: Royal Asiatic Society, 1890).|L.A. Waddell, The Buddhism of Tibet or Lamaism (London: Luzac &amp; Co, 1899).",3070
"J. Deniker,“New light on Lhasa, the forbidden city,” in The Century Illustrated Monthly Magazine, vol. 66 (1903).",3071
"S.C. Das, Journey to Lhasa and Central Tibet (London: John Murray, 1902).|J. Deniker, “New light on Lhasa, the forbidden city,” in The Century Illustrated Monthly Magazine, vol. 66 (1903).",3072
"Waddell's Plan of Lhasa (1904): http://collections.lib.uwm.edu/u?/tibet,110|S.C. Das, Journey to Lhasa and Central Tibet (London: John Murray, 1902).|Cassiano, da Macerata, “Giornale di Fra Cassiano,” edited by A. Magnaghi, in Rivista Geografica Italiana 8 &amp; 9  (Firenze: La nuova Italia, 1901 &amp; 1902).",3073
"S.C. Das, Journey to Lhasa and Central Tibet (London: John Murray, 1902).|J. Deniker,“New light on Lhasa, the forbidden city,” The Century Illustrated Monthly Magazine, vol. 66 (1903).",3074
"Badr El-Hage, “The First Non-Arab Photographers of the Hijaz,” Saudi Arabia: Caught in Time 1861-1939 (Reading, United Kingdom: Garnet Publishing Ltd., 1997.",3075
"Badr El-Hage, “The First Non-Arab Photographers of the Hijaz,” Saudi Arabia: Caught in Time 1861-1939 (Reading, United Kingdom: Garnet Publishing Ltd., 1997).",3076
"David Thomas, “Foreign Armies East and German Military Intelligence in Russia 1941-45,” Journal of Contemporary History 22, number 2 (April 1987).",3077
"Josef Elfenbein, “Brahui,” Encyclopedia Iranica, online edition, http://www.iranicaonline.org/articles/brahui.|D’A. Power, “Bellew, Henry Walter (1834–1892),” Oxford Dictionary of National Biography (Oxford: Oxford University Press, 2004).",3078
"Michel Bourdeau, ""Auguste Comte,"" The Stanford Encyclopedia of Philosophy, http://plato.stanford.edu/entries/comte/.|Martha S. Vogeler, “Beesly, Edward Spencer (1831–1915),” Oxford Dictionary of National Biography (Oxford: Oxford University Press, 2004).",3079
"“Medical News,” British Medical Journal (April 27, 1918).|Samuel Pyeatt Menefee, “Dunsterville, Lionel Charles (1865–1946),” Oxford Dictionary of National Biography (Oxford: Oxford University Press, 2004).|Victoria Schofield, Afghan Frontier: Feuding and Fighting in Central Asia (London: Tauris Parke, 2003).",3080
"David Washbrook, “Lytton, Edward Robert Bulwer-, first earl of Lytton (1831–1891),” Oxford Dictionary of National Biography (Oxford: Oxford University Press, 2004).",3081
"Wolodomyr T. Zyla, “A Ukrainian Version of the ‘Aeneid’: Ivan Kotljarevs’kj’s ‘Enejida’,” Classical Journal, 67, number 3 (February–March 1972).",3082
"“Cantelli, Giacomo,” Dizionario Biografico degli Italiani (1975), http://www.treccani.it/enciclopedia/giacomo-cantelli_%28Dizionario-Biografico%29/.",3083
"Bagrow, Leo. History of Cartography (revised and enlarged by R.A. Skelton) (Cambridge: Harvard University Press, 1964).",3084
"Johannes Dörflinger, “Reilly, Franz Johann Joseph von,” Neue Deutsche Biographie (Berlin: Duncker &amp; Humblot, 1953).",3085
"C.P. Haase, “Abd-Al-Razzaq Samarqandi,” in Encyclopædia Iranica (London, 1982− ).",3086
"G.N. Clark, revised by Muriel E. Chamberlain, “Webster, Sir Charles Kingsley (1886‒1961),” in Oxford Dictionary of National Biography (Oxford, U.K.: Oxford University Press, 2004).",3087
"“Introduction,” in History of Afghanistan, translated and edited by R.D. McChesney and M.M. Khorrami (from Fayż Muḥammad Kātib Hazārah, Sirāj al-tavārīkh), (Brill: Leiden and Boston, 2013).",3088
"J.T.P. De Bruijn, Of Piety and Poetry: the Interaction of Religion and Literature in the Life and Works of Hakim Sanai of Ghazna (Leiden: Brill, 1983).",3089
"“Cole Bros. History,” http://www.colebroscircus.com/index.php/cole-bros-history-sp-1020991886.",3090
"“Gaetano Ciniselli,” http://www.saint-petersburg.com/italian/gaetano-ciniselli.",3091
"“Charles Bergamasco (active 1860s-1870s),” National Portrait Gallery, http://www.npg.org.uk/collections/search/person/mp82702/charles-bergamasco.",3092
"Chang Reynolds, “Downie Bros. Wild Animal Circus,” Bandwagon, Vol. 7, No. 1 (Jan-Feb), 1963, http://www.circushistory.org/Bandwagon/bw-1963Jan.htm.",3093
"Mark Lewis, ""Historical Setting: The Ottoman Period, 1534-1918,"" in&nbsp;Iraq: A Country Study, edited by Helen Chapin Metz&nbsp;(Washington: GPO for the Library of Congress, 1988)",3094
"Mark Lewis, ""Historical Setting: The Ottoman Period, 1534-1918,"" in Iraq: A Country Study, edited by Helen Chapin Metz (Washington: GPO for the Library of Congress, 1988)",3095
"Mark Lewis, ""Historical Setting: The Ottoman Period, 1534–1918,"" in Iraq: A Country Study, edited by Helen Chapin Metz (Washington: GPO for the Library of Congress, 1988).",3096
"“Records of Blackie & Son Ltd, publishers, Bishopbriggs, Glasgow, Scotland,” http://archiveshub.ac.uk/features/blackie.html|W.G. Blackie, The Imperial Atlas of Modern Geography: An Extensive Series of Maps Embracing the Most Recent Discoveries and All the Latest Political Divisions of Territory in All Parts of the World (London: Blackie &amp; Son, 1859).",3097
"Sir Herbert George Fordham, John Cary, Engraver &amp; Map-Seller (fl. 1769-1836): A Paper Read at a Meeting of the Cambridge Antiquarian Society, December 6th, 1909 (Cambridge: J. Webb, 1910).",3098
"“The Maps of Heinrich Kiepert,” http://www.lib.uchicago.edu/e/collections/maps/kiepert/.|Uta Lindgren, “Carl Georg Ritter,” Allgemeine Deutsche Biographie.",3099
"Gordon Goodwin, “Dunn, Samuel (bap. 1723, d. 1794),” revised Anita McConnell, Oxford Dictionary of National Biography (Oxford: Oxford University Press, 2004).",3100
"Heinz Sarkowski, “Meyer, Joseph,” Neue Deutsche Biographie 17 (1994), http://www.deutsche-biographie.de/pnd118783610.html.",3101
"Elizabeth Baigent, “Wyld, James, the younger (1812–1887),” Oxford Dictionary of National Biography (Oxford: Oxford University Press, 2004).",3102
"Roccasalvo, Joan L., “The Znamenny Chant,” The Musical Quarterly, 74, number 2, 1990.",3103
"Mohammed B. Alwan, “The History and Publications of al-Jawa’ib Press.” MELA Notes, number 11, May 1977.|Ami Ayalon, The Press in the Arab Middle East: A History (New York: Oxford University Press, 1995).|Geoffrey Roper, “Faris Al-Shidyaq and the Transition from Scribal to Print Culture in the Middle East,” in Atiyeh, George N., editor, The Book in the Islamic World (Albany: State University of New York Press, 1995).|Barbara Winckler, “Ahmad Faris al-Shidyaq's Literary Investigations,” http://en.qantara.de/content/views-of-europe-from-a-combative-intellectual-ahmad-faris-al-shidyaqs-literary.",3104
"Khayr al-Din Al-Zirikli, Al-A’lam (Beirut: Dar al-‘Ilm lil-Malayin, 1980).|Margaret Larkin, “Popular Poetry in the Post-Classical Period, 1150−1850,” in The Cambridge History of Arabic Literature (Cambridge: Cambridge University Press, 2006).",3105
"Kristen Brustad, “Jirmanus Jibril Farhat,” in Lowry and Stewart, editors, Essays in Arabic Literary Biography II: 1350−1850 (Wiesbaden: Harrassowitz, 2009).|Francisco Del Rio Sanchez, “Arabic-Karshuni: An Attempt to Preserve Maronite Identity; the Case of Aleppo,” The Levantine Review 2, number 1, Spring 2013.|Phillip K. Hitti, History of the Arabs (London: Macmillan, 1962).",3106
"Safa Khulusi. “A Thirteenth Century Poet from Bahrain,” in Proceedings of the Seminar for Arabian Studies (held in London, July 1975; London: Seminar for Arabian Studies, 1976).",3107
"Donald M. Reid, “Syrian Christians, the Rags-to-Riches Story, and Free Enterprise,” International Journal of Middle Eastern Studies 1, number 4, October 1970.",3108
"‘Abd al-Muhsin Al-‘Askar, “Min A’da’ al-Islam al-Haqidin: Luis Shaykhu al-Yasu’I,” (A Spiteful Foe of Islam: the Jesuit Louis Cheikho), http://www.alukah.net/culture/0/35095/.|Georg Graf. Geschichte der Christlichen Arabischen Literatur (Vatican City: Vatican Apostolic Library, 1951).",3109
"Gilbert Delanoue, “’Ali Mubarak,” in Moralistes et Politiques Musulmans dans L’Egypte du XIXe Siecle (Cairo: Institut Francais d’Archeologie Orientale du Caire, 1982).|J. Heyworth-Dunne, An Introduction to the History of Education in Modern Egypt (London: Luzac, 1938).",3110
"“Jirji Zaydan and Masonry,” http://www.djelfa.info/vb/showthread.php?t=83751.|Donald M. Reid, “Syrian Christians, the Rags-to-Riches Story, and Free Enterprise,” International Journal of Middle Eastern Studies 1, number 4, October 1970.",3111
"Khalid Azab and Ahmad Mansur, Matba’at Bulaq (The Bulaq Press), (Alexandria, Egypt: Bibliotheca Alexandrina, 2005), (in Arabic), http://www.bibalex.org/bulaqpress/En/Bulaq.htm (in English).|Abu Futuh Radhwan, Tarikh Matba’at Bulaq (History of the Bulaq Press), (Cairo: Amiriyah Press, 1953), (in Arabic).",3112
"Ami Ayalon, The Press in the Arab Middle East (New York: Oxford University Press, 1995).|Yusuf Ilyan Sarkis, Mu’jam al-Matbu’at al-‘Arabiyah wa-al-Mu’arrabah (Dictionary of Arabic Imprints) (Cairo: Sarkis, 1928).",3113
"Philip K. Hitti, History of the Arabs (London: Macmillan, 1963).|Yusuf Ilyan Sarkis, Mu’jam al-Matbu’at al-‘Arabiyah wa-al-Mu’arrabah (Dictionary of Arabic Imprints). (Cairo: Sarkis, 1928).",3114
"Philippe de Tarrazi, Tarikh al-Sihafah al-‘Arabiyah (History of the Arab Press). (Baghdad: al-Muthanna, 1967).",3115
"Yusuf Ilyan Sarkis, Mu’jam al-Matbu’at al-‘Arabiyah wa-al-Mu’arrabah (Dictionary of Arabic Imprints). (Cairo: Sarkis, 1928).",3116
"Christine Schirrmacher, “The Influence of German Biblical Criticism on Muslim Apologetics in the 19th Century,” 1997, at http://www.contra-mundum.org/schirrmacher/rationalism.html.",3117
"Stephen B.L., Penrose, Jr., That They May Have Life: The Story of the American University of Beirut, 1866−1941 (New York: American University of Beirut, 1941).",3118
"“Ḥassūn, Rizq Allah (1825−80)” in Julie Scott Meisami and Paul Starkey, editors, Encyclopedia of Arabic Literature (London: Routledge, 1998).",3119
"Niyazi Berkes, The Development of Secularism in Turkey (New York: Routledge: 1998).|Stanford Shaw and Ezel Shaw, History of the Ottoman Empire and Modern Turkey (Cambridge: Cambridge University Press, 1977).",3120
"K. Abu Deeb, “'Abd-Al-Qaher Jorjani,” in Encyclopædia Iranica (New York: Bibliotheca Iranica Press, 1985).",3121
"Ouyang, Wen-chin, Literary Criticism in Medieval Arabic-Islamic Culture: The Making of a Tradition (Edinburgh: Edinburgh University Press, 1997).",3122
"Niyazi Berkes, The Development of Secularism in Turkey (New York: Routledge, 1998).",3123
"Sarkis, Yusuf Ilyan.  Mu’jam al-Matbu’at al-‘Arabiyah wa-al-Mu’arrabah (Dictionary of Arabic printed books and translations). (Cairo: Sarkis, 1928).",3124
"Al-Alwani, Taha J., “Taqlid and Ijtihad,” The American Journal of Islamic Social Sciences 8, number 1 (1991).",3125
"David D. Peck, “Mixed Courts of Egypt,” in Oxford Encyclopedia of the Modern World. (Oxford: Oxford University Press, 2008).|Muhammad Salih, Sharh al-Qanun al-Tijari al-Misri (Commentary on Egyptian commercial law) (Cairo: Nuri and Sons, 1938), http://dar.bibalex.org/webpages/mainpage.jsf?PID=DAF-Job:135594&amp;q.",3126
"Farrin, Raymond, Abundance from the Desert: Classical Arabic Poetry (Syracuse: Syracuse University Press. 2011).|Kratchkovshy, I.Y. Among Arabic Manuscripts (Leiden: Brill, 1953).",3127
"Zirikli, Khayr al-Din, Al-A’lam (Beirut: Dar al-‘Ilm lil-Malayin, 1980).",3128
"Yusuf Ilyan Sarkis,  Mu’jam al-Matbu’at al-‘Arabiyah wa-al-Mu’arrabah (Dictionary of Arabic Printed Books and Translations.)  (Cairo: Sarkis, 1928).",3129
"Ágoston, Gábor, and Bruce Alan Masters, editors, Encyclopedia of the Ottoman Empire (New York: Facts on File, 2009).|Commins, David, Historical Dictionary of Syria (Lanham, Maryland: Scarecrow, 1996).|Eich, Thomas. “Quest for a Phantom: Investigating Abu l-Huda al-Sayyadi,” in ISIM Newsletter 7, number 1 (2001).",3130
"Nasrollah Pourjavady, “Gazali, Abu Hamed Mohammad, iv. Minor Persian Works,” in Encyclopaedia Iranica. http://www.iranicaonline.org/articles/gazali-iv-minor-persian-works.",3131
"Sarkis, Yusuf Ilyan, Mu’jam al-Matbu’at al-‘Arabiyah wa-al-Mu’arrabah (Dictionary of Arabic Imprints). (Cairo: Sarkis, 1928).",3132
"Hassan al-Amin, Islamic Shi’ite Encyclopaedia (Beirut: Slim Press, 1968−73).",3133
"Antonius, George, The Arab Awakening (Simon Publications: Safety Harbor, Florida, 2001).",3134
"J.T.P. de Bruijn, “Balāḡat,” in Encyclopædia Iranica, http://www.iranicaonline.org/articles/balagat-arabic-balaga-one-of-the-most-general-terms-to-denote-eloquence-in-speech-and-writing.",3135
"J.T.P. de Bruijn, “Balāḡat,” in Encyclopaedia Iranica, http://www.iranicaonline.org/articles/balagat-arabic-balaga-one-of-the-most-general-terms-to-denote-eloquence-in-speech-and-writing.",3136
"J.W. Fiegenbaum et al., “Ibn Hazm” in Encyclopaedia Britannica. Encyclopaedia Britannica Online Academic Edition.",3137
"C. Edmund Bosworth, “Meskavayh, Abu ʿAli Ahmad,” in Encyclopaedia Iranica, http://www.iranicaonline.org/articles/meskavayh-abu-ali-ahmad.",3138
"On wurud al-hadith (circumstances of hadith): Al-Ghazali, Muhammad. Within the boundaries of Islam. Selangor, Malaysia, Islamic Book Trust, 2010, p. 25.",3139
"On ibn Washmakir, his life and works: Al-Kik, Fiktur.  “Amir Qabus al-Ziyari bayna Kamal al-balaghah wa Nahj al-balaghah” (Prince Qabus al-Ziyari: between Kamal al-balaghah and Nahj al-balaghah), Al-‘Arabi, number 651, February 2013.",3140
