Dewey Decimal Code,item_id
181,1526
342,1527
551.968,1528
967,1529
726.729,1530
916,1531
967,1532
916,1533
916,1534
916,1535
912,1536
912.915,1537
949,1538
590,1539
912,1540
912,1541
914.949,1542
912,1543
912,1544
226.252,1545
297,1546
912,1547
912,1548
912,1549
912.947,1550
912.947,1551
912.947,1552
371,1553
727,1554
371,1555
181,1556
303.943,1557
356.940,1558
181,1559
255,1560
305.391,1561
728,1562
725.792,1563
726.729,1564
728.914,1565
725.914,1566
914,1567
727.919,1568
726.914,1569
914,1570
726.914,1571
383.388,1572
914,1573
728.914,1574
914,1575
725.914,1576
725.914,1577
386,1578
719.914,1579
712.914,1580
914,1581
725.914,1582
728.914,1583
914,1584
914,1585
948,1586
719.914,1587
391.914,1588
943,1589
943,1590
943,1591
725.914,1592
730.943,1593
943,1594
943,1595
943,1596
943,1597
624.914,1598
305.391,1599
390.914,1600
914,1601
914,1602
914,1603
914,1604
914,1605
712.914,1606
712.914,1607
624.914,1608
297.956,1609
972,1610
972,1611
730.738,1612
951,1613
912,1614
912.930,1615
912,1616
641.982,1617
297.796,1618
784.793,1619
204,1620
895,1621
340.346,1622
342,1623
910,1624
910,1625
912,1626
912,1627
912,1628
912,1629
912,1630
912,1631
895,1632
096.940,1633
221.769,1634
221.769,1635
912,1636
912,1637
130.610,1638
895,1639
895,1640
895,1641
895,1642
895,1643
895,1644
895,1645
951,1646
951,1647
895,1648
354,1649
782,1650
306.646,1651
497.972,1652
912,1653
499.959,1654
323.342,1655
342,1656
327.652,1657
782.973,1658
342.973,1659
973,1660
361.973,1661
940,1662
342,1663
973,1664
326.973,1665
929,1666
973,1667
342,1668
758,1669
741.973,1670
323.342,1671
979,1672
978,1673
978,1674
978,1675
979,1676
331.979,1677
331.979,1678
331.979,1679
306.331,1680
331,1681
973,1682
331.940,1683
355.940,1684
355.940,1685
365.973,1686
895,1687
323.973,1688
624.725,1689
305.979,1690
550,1691
782,1692
912.973,1693
323.974,1694
325.530,1695
323,1696
781.786,1697
793,1698
394,1699
305.791,1700
394.791,1701
394.791,1702
246.306,1703
394.793,1704
355,1705
294,1706
263.394,1707
791,1708
784.786,1709
394.786,1710
793,1711
793,1712
895,1713
394,1714
394,1715
394.793,1716
394,1717
791,1718
791.798,1719
394.791,1720
792.793,1721
394,1722
363.394,1723
786,1724
786,1725
786,1726
622.918,1727
622,1728
786.972,1729
646,1730
646.793,1731
646.793,1732
394.646,1733
786,1734
780.972,1735
791.972,1736
394,1737
972,1738
791,1739
391.972,1740
391,1741
795,1742
972,1743
792,1744
792,1745
394,1746
394.792,1747
793,1748
391.792,1749
394,1750
648.972,1751
786.972,1752
246,1753
731,1754
690,1755
636.796,1756
780.786,1757
263.394,1758
979,1759
792.979,1760
792.996,1761
677.996,1762
394.996,1763
787.996,1764
204.996,1765
394.989,1766
394.989,1767
394.989,1768
246,1769
394.987,1770
792.987,1771
793.987,1772
737,1773
720.741,1774
282.944,1775
726.729,1776
970,1777
917.970,1778
971,1779
972,1780
972,1781
912,1782
223,1783
255,1784
413.972,1785
529,1786
615,1787
549,1788
640.705,1789
529,1790
529,1791
526,1792
512,1793
640.705,1794
640.705,1795
389.530,1796
513,1797
529,1798
513.516,1799
529,1800
535.612,1801
529,1802
529,1803
529,1804
516.520,1805
640.705,1806
640.705,1807
640.705,1808
640.705,1809
640.705,1810
640.705,1811
346.513,1812
549,1813
640.705,1814
640.705,1815
513,1816
640.705,1817
640.705,1818
121.540,1819
709.767,1820
757,1821
611,1822
759,1823
398,1824
741,1825
203,1826
636,1827
726,1828
720,1829
657,1830
282.944,1831
282.944,1832
910,1833
912,1834
912,1835
912.930,1836
912,1837
912,1838
912,1839
912,1840
912,1841
912,1842
728.729,1843
959,1844
394.687,1845
305,1846
725,1847
362.959,1848
912,1849
959,1850
365.613,1851
551.959,1852
352.959,1853
363.959,1854
294.959,1855
759,1856
726,1857
967,1858
792,1859
327,1860
305.392,1861
297.305,1862
912,1863
912,1864
912,1865
912,1866
912,1867
912,1868
912,1869
912,1870
912,1871
912,1872
916,1873
916,1874
342,1875
294,1876
769,1877
895,1878
895,1879
895,1880
394,1881
929,1882
895,1883
895,1884
952,1885
895,1886
328,1887
321,1888
635,1889
365.940,1890
940,1891
940,1892
741.940,1893
355,1894
944,1895
954,1896
941,1897
282.944,1898
944.947,1899
355.769,1900
945,1901
945,1902
356,1903
750.940,1904
359,1905
356,1906
359,1907
355,1908
355,1909
912.951,1910
970,1911
972,1912
268.277,1913
265.277,1914
235.277,1915
363.628,1916
972,1917
972,1918
972,1919
403.491,1920
891,1921
891,1922
894,1923
808,1924
491.492,1925
492,1926
418,1927
413.415,1928
418.808,1929
418.494,1930
126,1931
126,1932
120,1933
101,1934
101.297,1935
160.492,1936
340,1937
920.956,1938
956,1939
956,1940
297.525,1941
514.525,1942
525,1943
297,1944
297,1945
520,1946
520.523,1947
610,1948
011.973,1949
355.912,1950
840.841,1951
840.841,1952
929.943,1953
281,1954
709,1955
709,1956
709,1957
709,1958
709,1959
709,1960
968,1961
968,1962
725.968,1963
968,1964
968,1965
782.944,1966
181.294,1967
403.951,1968
895.951,1969
630,1970
895,1971
391.792,1972
181.294,1973
495.895,1974
793.914,1975
304.912,1976
912,1977
792.842,1978
222.933,1979
886,1980
640.705,1981
640.705,1982
297.958,1983
610,1984
914,1985
912.914,1986
914,1987
325,1988
910,1989
910,1990
220,1991
181.895,1992
181.610,1993
181.495,1994
355.495,1995
275.495,1996
495.915,1997
495.915,1998
495,1999
181.294,2000
181,2001
951,2002
640.705,2003
640.705,2004
640.705,2005
912,2006
745,2007
306.326,2008
306.326,2009
306.326,2010
306.326,2011
306.326,2012
306.326,2013
306.326,2014
306.326,2015
306.326,2016
306.326,2017
306.326,2018
306.326,2019
306.326,2020
306.326,2021
306.326,2022
306.326,2023
306.326,2024
306.326,2025
306.326,2026
306.326,2027
306.326,2028
306.326,2029
305,2030
910,2031
951,2032
728.729,2033
728.729,2034
726.729,2035
726.729,2036
726.729,2037
726.729,2038
297,2039
726.729,2040
726.729,2041
726.729,2042
346.513,2043
540.615,2044
745.891,2045
526.570,2046
726.729,2047
530,2048
100.530,2049
503.508,2050
726.729,2051
520.521,2052
721.729,2053
751,2054
726.729,2055
294.912,2056
615,2057
912,2058
512,2059
529,2060
133.540,2061
512.513,2062
623,2063
725.727,2064
226,2065
497.972,2066
497.972,2067
330.972,2068
972,2069
497.972,2070
611.741,2071
361.759,2072
246.617,2073
576,2074
990,2075
968,2076
968,2077
981,2078
968,2079
079.320,2080
079.320,2081
079.320,2082
079.320,2083
079.320,2084
079.320,2085
079.320,2086
079.320,2087
079.320,2088
079.320,2089
079.320,2090
079.320,2091
079.320,2092
079.320,2093
079.320,2094
079.320,2095
079.320,2096
079.320,2097
079.320,2098
079.320,2099
079.320,2100
079.320,2101
079.320,2102
079.320,2103
079.320,2104
079.320,2105
079.320,2106
079.320,2107
079.320,2108
079.320,2109
079.320,2110
079.320,2111
079.320,2112
079.320,2113
079.320,2114
079.320,2115
079.320,2116
079.320,2117
079.320,2118
079.320,2119
079.320,2120
079.320,2121
380.918,2122
622.918,2123
622.918,2124
918,2125
918,2126
386.918,2127
079.320,2128
079.320,2129
079.320,2130
079.320,2131
079.320,2132
079.320,2133
079.320,2134
079.320,2135
079.320,2136
079.320,2137
079.320,2138
079.320,2139
079.320,2140
079.320,2141
079.320,2142
079.320,2143
079.320,2144
079.320,2145
079.320,2146
079.320,2147
079.320,2148
079.320,2149
079.320,2150
079.320,2151
398.821,2152
398.821,2153
398.821,2154
398.821,2155
398.821,2156
398.821,2157
398.821,2158
398.821,2159
398.821,2160
398.821,2161
398.821,2162
398.821,2163
398.821,2164
398.821,2165
398.821,2166
398.821,2167
398.821,2168
398.821,2169
398.821,2170
398.821,2171
398.821,2172
398.821,2173
398.821,2174
398.821,2175
398.821,2176
398.821,2177
398.821,2178
398.821,2179
398.821,2180
398.821,2181
398.821,2182
398.821,2183
398.821,2184
398.821,2185
398.821,2186
398.821,2187
398.821,2188
398.821,2189
398.821,2190
398.821,2191
398.821,2192
821,2193
398.821,2194
398.821,2195
398.821,2196
398.821,2197
398.821,2198
398.821,2199
398.821,2200
398.821,2201
398.821,2202
398.821,2203
398.821,2204
398.821,2205
398.821,2206
398.821,2207
398.821,2208
398.821,2209
398.821,2210
398.821,2211
398.821,2212
398.821,2213
398.821,2214
398.821,2215
398.821,2216
398.821,2217
398.821,2218
398.821,2219
398.821,2220
398.821,2221
398.821,2222
398.821,2223
821,2224
821,2225
821,2226
821,2227
398.821,2228
821,2229
398.821,2230
821,2231
821,2232
821,2233
821,2234
821,2235
821,2236
821,2237
821,2238
821,2239
821,2240
821,2241
821,2242
821,2243
821,2244
398.821,2245
821,2246
821,2247
821,2248
821,2249
398.821,2250
726,2251
726,2252
720.741,2253
726,2254
246.729,2255
726,2256
525.912,2257
726,2258
726,2259
726,2260
246.726,2261
726,2262
246.726,2263
246.726,2264
726,2265
726,2266
726,2267
726,2268
246.726,2269
246.726,2270
726,2271
726.729,2272
726,2273
246.726,2274
726,2275
726,2276
726,2277
726,2278
726,2279
726,2280
726,2281
246.726,2282
726.729,2283
726.729,2284
726,2285
246.726,2286
726,2287
246.726,2288
246.726,2289
726,2290
726,2291
728,2292
726,2293
246.726,2294
726.728,2295
728,2296
726,2297
726,2298
726.728,2299
726,2300
728,2301
726,2302
630.728,2303
726,2304
726,2305
726,2306
726,2307
726,2308
728,2309
726,2310
726,2311
726,2312
726,2313
726,2314
726,2315
726,2316
726,2317
726,2318
726,2319
726,2320
726,2321
246.726,2322
726,2323
726,2324
246.726,2325
726,2326
726,2327
726.728,2328
726,2329
246.726,2330
726,2331
725,2332
728,2333
728,2334
726,2335
726,2336
726,2337
728,2338
726,2339
726,2340
726.728,2341
726,2342
726,2343
726,2344
726.729,2345
726.729,2346
726,2347
727,2348
726,2349
726.729,2350
726,2351
726,2352
725,2353
726.729,2354
726,2355
726,2356
726,2357
726.729,2358
726.729,2359
726,2360
726,2361
726,2362
726,2363
726,2364
246.726,2365
246.726,2366
726,2367
726,2368
726,2369
726.728,2370
726,2371
728,2372
726,2373
726,2374
726,2375
726,2376
726,2377
246.726,2378
325.333,2379
892,2380
393.958,2381
723.958,2382
724.958,2383
724.958,2384
724.958,2385
729.958,2386
724.958,2387
724.958,2388
723.958,2389
726.958,2390
726.958,2391
726.958,2392
727.958,2393
727.958,2394
727.958,2395
724.958,2396
723.958,2397
297.958,2398
724.958,2399
297.958,2400
297.958,2401
297.958,2402
297.958,2403
297.958,2404
297.958,2405
297.958,2406
297.958,2407
297.958,2408
729.958,2409
223.264,2410
725.958,2411
958,2412
724.958,2413
729.958,2414
729.958,2415
729.958,2416
725.958,2417
725.958,2418
725.958,2419
725.958,2420
729.958,2421
724.958,2422
729.958,2423
729.958,2424
729.958,2425
729.958,2426
729.958,2427
724.958,2428
724.958,2429
729.958,2430
724.958,2431
729.958,2432
729.958,2433
729.958,2434
729.958,2435
729.958,2436
729.958,2437
729.958,2438
729.958,2439
729.958,2440
729.958,2441
724.958,2442
729.958,2443
729.958,2444
729.958,2445
729.958,2446
729.958,2447
724.958,2448
729.958,2449
729.958,2450
729.958,2451
729.958,2452
729.958,2453
729.958,2454
729.958,2455
729.958,2456
729.958,2457
